1,11553
1,8762940
1,8762941
1,688136
1,8762942
3,718952
3,3109655
3,562897
3,6
3,7
3,12852
3,90259
3,8762941
3,645510
3,427258
3,45567
3,1374301
3,38253
3,79994
3,16
3,9
3,8762943
3,385294
3,1610056
3,10
3,12
3,11
3,3748
3,13
3,37986
3,8762944
3,17
3,8
3,18
3,9024
3,8762945
3,54566
3,8762946
3,18020
3,8657299
3,39365
3,176509
3,8762947
3,2283
3,1462053
3,8762948
3,14
3,16482
3,124907
3,610145
3,3486871
3,8762949
3,8762950
3,33425
3,1024583
3,8762951
20,31
20,35
20,36
20,28
20,26
20,23
20,27
20,25
20,30
20,29
20,24
20,32
20,34
20,33
20,602588
20,4786851
20,100109
20,37
20,8762946
20,8762941
20,706345
20,38253
20,8762952
20,8762953
20,1875611
20,414291
20,107139
20,194869
20,5667264
20,8762949
20,8762954
20,52828
20,4424962
20,553213
20,1031801
20,8762955
20,986730
20,30122
20,8762956
20,8762957
20,38
20,594574
20,5523423
20,1753562
20,1107159
20,4166455
20,8762958
20,17892
20,1783305
20,5355757
20,17689
20,7140510
20,8654297
20,8762959
20,8762960
20,1623900
20,262491
20,8762961
20,3684826
20,61851
20,2283433
20,8657299
20,1753610
20,8762962
41,8762963
41,8762964
41,2452869
41,9798
41,8762965
41,90
41,1075476
41,451517
41,8762966
41,8762967
41,121974
41,443031
41,66136
41,140
41,8762968
41,175
41,385175
41,672673
41,4457487
41,3142288
41,4689051
41,7371582
41,674744
41,1375554
41,7085955
41,121960
41,237
41,234
41,2102482
41,1040534
41,243
41,245
41,669669
41,255
41,256
41,34610
41,187
41,275
41,260
41,561149
41,8762941
41,547
41,981526
41,54594
41,272
41,675271
41,7496
41,5063595
41,1192294
41,669495
41,1190956
41,1192552
41,8762969
41,2531961
41,895793
41,6857230
41,407880
41,1593181
41,3725538
41,8762970
41,500
41,299
41,294
41,293
41,290
41,284
41,298
41,187567
41,386462
41,159
41,8762971
41,4848187
41,1620322
41,286
41,2398471
41,366
41,361
41,359
41,358
41,342
41,333
41,331
41,317
41,307
41,306
41,303
41,302
41,21362
41,16650
41,4105731
41,1880607
41,673246
41,8762972
41,8762973
41,454087
41,284041
41,681868
41,670507
41,295
41,3511460
41,8762974
41,670374
41,2621379
41,7529634
41,7425
41,2153565
41,8762975
41,8762976
41,103
41,8762977
41,8762978
41,8762979
41,2137934
41,1392321
41,1043698
41,8762980
41,8762981
41,5387868
41,195
41,978424
41,8762982
41,128991
41,5963690
41,8762983
41,2948955
41,6187872
41,978091
41,292
41,139
41,1100033
41,1883695
41,1942289
41,2901305
41,2341846
41,291
41,8762984
41,8762985
41,8762986
41,202637
41,2332292
41,2068512
41,8762987
41,1067925
41,1898071
41,294192
41,205
41,8762988
41,2854103
41,386603
41,8762989
41,3572483
41,380569
41,7359715
41,247
41,8762990
41,8762991
41,5377
41,8762992
41,1090382
41,282
41,579624
41,8762993
41,1938281
41,8762994
41,8762995
41,8762996
41,975104
41,8762997
41,955083
41,280
41,240582
41,8762998
41,202713
41,8762999
41,8763000
41,4154112
41,376384
41,8763001
41,678750
41,179
41,8536867
41,1780401
41,8553928
41,1987319
41,408133
41,2102466
41,1880609
41,236
41,59392
41,8763002
41,304
41,7436119
41,7337490
41,2102538
41,8763003
41,287
41,78
41,186
41,8763004
41,8763005
41,262
41,113550
41,8763006
41,8763007
41,196
41,8763008
41,301
41,253
41,1866899
41,1534415
41,15612
41,8763009
41,250331
41,61132
41,673440
41,669712
41,5474148
41,8763010
41,1203004
41,244
41,5963253
41,89012
41,932955
41,970605
41,8763011
41,2067676
41,4890029
41,2517519
41,8763012
41,8763013
41,184
41,395334
41,8763014
41,737412
41,1882503
41,8763015
41,8542962
41,264
41,3409560
41,981270
41,2611259
41,8763016
41,4829949
41,61174
41,3364754
41,8763017
41,20608
41,2068740
41,199942
41,8763018
41,8763019
41,8763020
41,8763021
41,8763022
41,8763023
41,8763024
41,8763025
41,281
41,1723797
41,2068915
41,268
41,736919
41,2068550
41,668080
41,289
41,309
41,8763026
41,305
41,1879457
41,6915870
41,1374348
41,8763027
41,327
41,668800
41,5145014
41,130
41,326
41,218
41,8763028
41,313
41,449854
41,89065
41,335
41,337
41,336
41,7335374
41,8464254
41,566264
41,2396031
41,8763029
41,1938504
41,8763030
41,895612
41,343
41,321
41,79456
41,345
41,85130
41,593977
41,3164318
41,2422998
41,257504
41,8763031
41,200192
41,671730
41,8763032
41,8763033
41,8763034
41,8629355
41,239115
41,5986621
41,2899039
41,1605955
41,46323
41,8763035
41,8763036
41,674896
41,1192266
41,1752413
41,1938483
41,1192234
41,635868
41,7370288
41,1037268
41,7357942
41,347
41,360
41,1914026
41,324
41,351
41,356
41,1065889
41,412135
41,364
41,365
41,431
41,430
41,420
41,409
41,405
41,403
41,402
41,395
41,382
41,665856
41,377
41,378
41,2997088
41,7427147
41,2245776
41,8763037
41,214
41,2154577
41,8763038
41,373
41,2599857
41,2102543
41,1471014
41,8763039
41,8675587
41,8763040
41,7092675
41,8763041
41,8763042
41,6616690
41,8763043
41,1756098
41,262166
41,7266341
41,1537538
41,8763044
41,1318344
41,1643481
41,191
41,8763045
41,8763046
41,8763047
41,8763048
41,8763049
41,5791666
41,5560114
41,8763050
41,8763051
41,8763052
41,8763053
41,1347451
41,8763054
41,1644206
